0,330714,82679
1,1370561,45685
2,1216399,39239
3,956596,31887
4,1102603,35568
5,1296025,41807
6,1113494,37116
7,1256923,40546
8,1211712,40390
9,1319332,42559
10,1242472,40080
11,1172552,41877
12,1337029,43130
13,2238747,74625
14,2741930,88449
15,2672635,89088
16,3158423,101885
17,2928078,94454
18,3016479,100549
19,3501311,112946
20,3306344,110211
21,3765395,121464
22,3823272,123331
23,4091078,146110
24,4807209,155071
25,4812240,160408
26,4933190,159135
27,4572868,152429
28,4907065,158292
29,5182575,167180
30,5130292,171010
31,5305882,171157
32,5848865,194962
33,7323246,236234
34,8822559,284599
35,7927522,283126
36,10118012,326387
37,9565661,318855
38,9842305,317494
39,9170981,305699
40,10315019,332743
41,10792265,348138
42,9899623,329987
43,11069573,357083
44,12954558,431819
45,16474044,531421
46,19119125,616746
47,20134936,694308
48,21544104,694971
49,20516356,683879
50,21426187,691167
51,20347558,678252
52,22614695,729506
53,22459295,724493
54,23841922,794731
55,24862127,802004
56,24337959,811265
57,27512476,887499
58,24367635,786053
59,26674023,952644
60,27686991,893129
61,26165096,872170
62,27069704,873216
63,25896546,863218
64,27572474,889435
65,28878337,931559
66,16276009,542534
67,15110775,487444
68,18647082,621569
69,25298042,816066
70,25603402,825916
71,23473254,838331
72,27118827,874801
73,25768631,858954
74,27019953,871611
75,25533309,851110
76,27890392,899690
77,28352991,914613
78,25747115,858237
79,28684322,925301
80,28724883,957496
81,30516478,984403
82,28014216,903684
83,26241269,937188
84,29040656,936795
85,25791169,859706
86,18647030,601517
87,20713548,690452
88,26104763,842089
89,26946918,869255
90,26920391,897346
91,29090570,938405
92,28189502,939650
93,30489096,983519
94,26615701,858571
95,28581061,985554
96,30223485,974951
97,28547591,951586
98,29122328,939430
99,27682149,922738
100,30233548,975276
101,28219215,910297
102,30245644,975666
103,30124807,1004160
104,31936745,1030218
105,29811881,961674
106,25879279,924260
107,31866866,1027963
108,29576241,985875
109,30251626,975859
110,29029861,967662
111,30011759,968121
112,30343866,978834
113,29408909,980297
114,30689307,989978
115,30604448,1020148
116,33255760,1072766
117,29452611,950084
118,28772163,1027577
119,31936004,1030194
120,29566184,985539
121,30871353,995850
122,31493316,1049777
123,32933003,1062355
124,33606001,1084065
125,33070809,1102360
126,33232773,1072025
127,33331291,1111043
128,1152829,1250000
129,34293670,1106247
130,29436141,1051291
131,36155960,1166321
132,33430442,1114348
133,34924960,1126612
134,32984025,1099468
135,35816762,1155379
136,34828039,1123485
137,33010544,1100351
138,35679396,1150948
139,36441830,1214728
140,1265417,1280000
141,36825587,1187922
142,33223866,1145651
143,38432595,1239761
144,36472089,1215736
145,38096236,1228911
146,36551844,1218395
147,38641308,1246494
148,39806858,1284092
149,34944963,1164832
150,39569451,1276434
151,37509706,1250324
152,39949912,1288707
153,34771207,1121652
154,36236921,1294176
155,38808194,1251877
156,37410418,1247014
157,37753738,1217863
158,36551854,1218395
159,41123297,1326558
160,37895799,1222445
161,38229962,1274332
162,40426260,1304073
163,39548647,1318288
164,43716054,1410195
165,40916463,1319886
166,34838161,1244220
167,42790249,1380331
168,40251854,1341728
169,41473930,1337869
170,39479910,1315997
171,42491066,1370680
172,42042218,1356201
173,39760508,1325350
174,43727622,1410568
175,47277592,1575920
176,50416877,1626351
177,46769306,1508687
178,42217591,1507771
179,48818361,1574786
180,47205199,1573507
181,46653336,1504946
182,44438781,1481293
183,48204332,1554978
184,47806171,1542135
185,46440216,1548007
186,48612662,1568150
187,47637209,1587907
188,51601325,1664559
189,46910524,1513243
190,48222267,1662837
191,51761349,1669721
192,48278769,1609292
193,50131129,1617133
194,47661008,1588700
195,50456552,1627631
196,49651320,1601655
197,48795624,1626521
198,53218414,1716723
199,51654227,1721808
200,55458159,1788973
201,52749452,1701595
202,45786691,1635239
203,54349272,1753202
204,50269978,1675666
205,53058455,1711563
206,50466513,1682217
207,52949777,1708057
208,52984136,1709166
209,50471993,1682400
210,54652173,1762973
211,55447598,1848253
212,61775045,1992743
213,55842595,1801374
214,52200340,1864298
215,59584296,1922074
216,55365751,1845525
217,56671844,1828124
218,52928720,1764291
219,55610445,1793885
220,56508518,1822855
221,53588179,1786273
222,57923300,1868494
223,58232217,1941074
224,65050196,2098393
225,59691839,1925543
226,52532633,1876165
227,62848327,2027365
228,58332655,1944422
229,60761657,1960053
230,57568402,1918947
231,59994731,1935314
232,58896058,1899873
233,57138189,1904606
234,62296159,2009554
235,60909070,2030302
236,66542089,2146519
237,62491126,2015843
238,55880942,1926929
239,65094282,2099816
240,59818335,1993945
241,62641349,2020689
242,58943413,1964780
243,60814153,1961747
244,63103402,2035594
245,56229449,1874315
246,62802378,2025883
247,62796023,2093201
248,69375314,2237913
249,60035066,1936615
250,57307769,2046706
251,65799002,2122548
252,61034570,2034486
253,62331397,2010690
254,60600002,2020000
255,60845996,1962774
256,63338720,2043185
257,60251267,2008376
258,61801612,1993600
259,63033961,2101132
260,69687194,2247974
261,64500974,2080677
262,54709408,1953907
263,67358839,2172866
264,60665191,2022173
265,64979317,2096107
266,61504022,2050134
267,62957672,2030893
268,64683872,2086577
269,60868879,2028963
270,67071863,2163608
271,65606945,2186898
272,70563145,2276230
273,68003177,2193651
274,56013818,2000494
275,67278996,2170290
276,63674114,2122470
277,67470852,2176479
278,62899805,2096660
279,66557788,2147025
280,65067353,2098947
281,61917289,2063910
282,68684775,2215638
283,68384772,2279492
284,73646397,2375690
285,62353364,2011399
286,53171736,1833508
287,53379117,1721907
288,45392959,1513099
289,53222470,1716854
290,55134226,1837808
291,60458810,1950284
